User_ID,Product_ID,Gender,Age Group,Age,Marital_Status,District,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
1003724,P00128342,Female,36-45,41,1,Trichy,Central,IT Sector,Food,4,15665,,
1003724,P00057742,Female,36-45,41,1,Ariyalur,Central,Textile,Clothing & Apparel,3,1828,,
1003724,P00089242,Female,36-45,44,1,Sivagangai,Central,Healthcare,Clothing & Apparel,2,8708,,
1003724,P00111842,Female,36-45,40,1,Sivagangai,Central,Textile,Clothing & Apparel,2,8668,,
1003726,P00216742,Female,26-35,34,1,Kanchipuram,Northern,Banking,Beauty,2,4581,,
1003726,P00119442,Female,26-35,33,1,Trichy,Central,Hospitality,Footwear & Shoes,2,20250,,
1003726,P00030942,Female,26-35,33,1,Cuddalore,Eastern,IT Sector,Food,3,19350,,
1003726,P00274042,Female,26-35,34,1,Kanyakumari,Southern,Lawyer,Footwear & Shoes,2,20581,,
1003727,P00228342,Female,36-45,45,0,Cuddalore,Eastern,Aviation,Electronics & Gadgets,2,5819,,
1003727,P00261142,Female,36-45,38,1,Kanyakumari,Southern,Agriculture,Clothing & Apparel,4,1796,,
1003727,P00359642,Female,36-45,40,1,Coimbatore,Western,Food Processing,Clothing & Apparel,2,5422,,
1003727,P00186342,Female,36-45,39,0,Sivagangai,Central,Hospitality,Auto,2,14640,,
1003728,P00295842,Female,18-25,24,0,Ariyalur,Central,Healthcare,Clothing & Apparel,2,8804,,
1003728,P00255842,Female,18-25,18,1,Coimbatore,Western,Hospitality,Household items,2,3776,,
1003729,P00120242,Female,18-25,19,0,Kanchipuram,Northern,Aviation,Sports Products,1,10793,,
1003729,P00136542,Female,18-25,23,0,Ariyalur,Central,Aviation,Clothing & Apparel,4,3472,,
1003729,P00251342,Female,18-25,24,0,Salem,Western,Govt,Clothing & Apparel,2,6968,,
1003729,P00034842,Female,18-25,18,0,Coimbatore,Western,Aviation,Furniture,1,12126,,
1003729,P00130642,Female,18-25,24,0,Coimbatore,Western,Automobile,Household items,2,3767,,
1003729,P00131142,Female,18-25,21,0,Coimbatore,Western,Banking,Household items,3,2326,,
1003730,P00352942,Female,26-35,29,1,Madurai,Southern,Aviation,Games & Toys,3,16472,,
1003732,P0096742,Female,26-35,35,0,Cuddalore,Eastern,Healthcare,Clothing & Apparel,4,7085,,
1003732,P0099042,Female,26-35,32,1,Coimbatore,Western,Banking,Pet Care,3,1495,,
1003732,P00084642,Female,26-35,31,1,Sivagangai,Central,Healthcare,Clothing & Apparel,1,3697,,
1003733,P00173742,Male,18-25,23,0,Cuddalore,Eastern,Aviation,Food,2,11385,,
1003733,P00078542,Female,18-25,25,1,Cuddalore,Eastern,Aviation,Clothing & Apparel,1,5202,,
1003733,P00370442,Female,18-25,20,0,Kanyakumari,Southern,Hospitality,Food,1,15254,,
1003733,P00085042,Female,18-25,18,1,Sivagangai,Central,IT Sector,Food,3,19109,,
1003735,P00313442,Female,26-35,35,1,Madurai,Southern,Hospitality,Food,3,12036,,
1003735,P00182142,Female,26-35,34,1,Tirunelveli,Southern,Hospitality,Food,3,11501,,
1003735,P00174442,Female,26-35,30,0,Chennai,Northern,Media,Electronics & Gadgets,2,7844,,
1003735,P00259342,Male,26-35,29,1,Ariyalur,Central,Automobile,Games & Toys,1,16034,,
1003735,P00260042,Female,26-35,35,0,Kanyakumari,Southern,Media,Footwear & Shoes,3,16579,,
1003735,P00102442,Female,26-35,32,1,Coimbatore,Western,Food Processing,Electronics & Gadgets,1,5863,,
1003735,P00218242,Female,26-35,30,0,Erode,Central,Media,Clothing & Apparel,4,5157,,
1003736,P00147342,Female,36-45,43,0,Sivagangai,Central,Aviation,Furniture,1,12095,,
1003737,P00146742,Female,26-35,31,0,Kanyakumari,Southern,IT Sector,Food,3,15348,,
1003737,P00208742,Female,26-35,28,0,Sivagangai,Central,Healthcare,Furniture,1,16165,,
1003738,P00362442,Female,46-50,46,0,Tirunelveli,Southern,Healthcare,Games & Toys,2,16376,,
1003739,P00051442,Female,55+,69,0,Tirunelveli,Southern,Healthcare,Clothing & Apparel,4,8719,,
1003741,P00127642,Female,26-35,29,1,Trichy,Central,Banking,Footwear & Shoes,2,20258,,
1003741,P00208342,Female,26-35,34,0,Trichy,Central,Chemical,Footwear & Shoes,2,12689,,
1003741,P00313042,Female,26-35,33,0,Kanyakumari,Southern,Banking,Electronics & Gadgets,2,7928,,
1003742,P00275842,Female,26-35,27,0,Trichy,Central,IT Sector,Food,3,11759,,
1003742,P00259342,Female,26-35,35,0,Chennai,Northern,Govt,Food,1,11571,,
1003742,P00021142,Female,26-35,33,1,Chennai,Northern,Healthcare,Clothing & Apparel,4,1818,,
1003743,P00184942,Male,36-45,39,1,Trichy,Central,Aviation,Food,1,15434,,
1003743,P00214742,Male,36-45,39,0,Sivagangai,Central,Automobile,Food,2,15397,,
1003745,P00220042,Male,26-35,29,0,Chennai,Northern,IT Sector,Stationery,2,21563,,
1003745,P0094142,Male,26-35,27,0,Kanyakumari,Southern,Govt,Clothing & Apparel,3,5479,,
1003745,P00236342,Male,26-35,31,0,Coimbatore,Western,Govt,Electronics & Gadgets,2,8128,,
1003746,P00213342,Male,26-35,34,0,Madurai,Southern,Retail,Clothing & Apparel,1,8683,,
1003746,P00046742,Female,26-35,32,0,Tirunelveli,Southern,Hospitality,Electronics & Gadgets,3,8062,,
1003746,P00212042,Female,26-35,35,1,Salem,Western,Retail,Furniture,2,12429,,
1003746,P00221342,Female,26-35,32,0,Coimbatore,Western,Hospitality,Sports Products,4,10693,,
1003746,P00288642,Female,26-35,26,1,Sivagangai,Central,Banking,Food,4,19007,,
1003751,P00196642,Male,36-45,41,0,Madurai,Southern,Automobile,Pet Care,1,1485,,
1003751,P00129542,Male,36-45,38,1,Kanyakumari,Southern,Media,Stationery,1,21178,,
1003751,P00295442,Male,36-45,36,0,Kanyakumari,Southern,Aviation,Electronics & Gadgets,3,4210,,
1003751,P00331542,Male,36-45,43,1,Theni,Western,Healthcare,Food,1,11843,,
1003752,P00275842,Male,18-25,23,1,Madurai,Southern,Govt,Electronics & Gadgets,2,7858,,
1003752,P0099342,Male,18-25,20,0,Ariyalur,Central,Govt,Clothing & Apparel,3,5422,,
1003752,P00089342,Male,18-25,23,0,Sivagangai,Central,IT Sector,Clothing & Apparel,3,8885,,
1003754,P00121642,Female,55+,87,0,Coimbatore,Western,Chemical,Food,4,15836,,
1003755,P00259342,Male,51-55,54,1,Kanchipuram,Northern,Automobile,Electronics & Gadgets,4,9968,,
1003756,P00149642,Female,18-25,18,0,Kanyakumari,Southern,Aviation,Food,2,4487,,
1003757,P00110942,Female,26-35,34,1,Coimbatore,Western,Automobile,Electronics & Gadgets,1,8104,,
1003760,P00121042,Female,51-55,54,1,Kanchipuram,Northern,Aviation,Games & Toys,2,9733,,
1003760,P00079142,Female,51-55,54,1,Coimbatore,Western,Govt,Food,1,11417,,
1003760,P00226242,Female,51-55,53,1,Coimbatore,Western,Agriculture,Clothing & Apparel,2,8735,,
1003760,P00086442,Female,51-55,52,1,Coimbatore,Western,Aviation,Clothing & Apparel,3,5348,,
1003760,P00100642,Female,51-55,52,1,Sivagangai,Central,Aviation,Clothing & Apparel,2,7039,,
1003761,P00140742,Female,26-35,27,0,Trichy,Central,Healthcare,Footwear & Shoes,2,12267,,
1003761,P00102442,Female,26-35,35,1,Theni,Western,Food Processing,Clothing & Apparel,4,7086,,
1003762,P00112142,Male,51-55,55,1,Tirunelveli,Southern,Aviation,Footwear & Shoes,1,12576,,
1003762,P00257642,Female,51-55,52,1,Cuddalore,Eastern,Automobile,Clothing & Apparel,3,8902,,
1003762,P00269242,Female,51-55,54,0,Coimbatore,Western,Aviation,Food,2,11836,,
1003762,P00200442,Female,51-55,52,0,Sivagangai,Central,IT Sector,Sports Products,1,2779,,
1003763,P00155442,Female,26-35,35,0,Madurai,Southern,Construction,Clothing & Apparel,2,5280,,
1003763,P00157642,Female,26-35,27,1,Kanyakumari,Southern,Media,Food,2,8030,,
1003763,P00271742,Female,26-35,28,1,Sivagangai,Central,Banking,Games & Toys,3,16423,,
1003768,P00251942,Female,26-35,32,0,Kanchipuram,Northern,Govt,Food,2,15533,,
1003768,P00084842,Male,26-35,28,1,Ariyalur,Central,IT Sector,Footwear & Shoes,3,16318,,
1003768,P00063342,Female,26-35,34,0,Cuddalore,Eastern,Textile,Clothing & Apparel,4,6902,,
1003768,P00116842,Female,26-35,34,1,Kanyakumari,Southern,Healthcare,Household items,4,3750,,
1003768,P00105342,Female,26-35,34,0,Theni,Western,Banking,Beauty,2,3051,,
1003768,P00351942,Female,26-35,35,0,Coimbatore,Western,Banking,Food,2,15254,,
1003768,P00128942,Female,26-35,34,1,Sivagangai,Central,Media,Furniture,2,12087,,
1003768,P00111142,Female,26-35,29,0,Sivagangai,Central,Automobile,Electronics & Gadgets,2,7800,,
1003768,P00282342,Female,26-35,30,1,Erode,Central,Media,Clothing & Apparel,3,5198,,
1003769,P00069042,Female,26-35,35,0,Sivagangai,Central,Construction,Food,2,15731,,
1003769,P00316742,Female,26-35,35,0,Sivagangai,Central,Construction,Games & Toys,4,9941,,
1003769,P00277642,Female,26-35,26,1,Sivagangai,Central,Automobile,Electronics & Gadgets,2,5826,,
1003769,P00017342,Male,26-35,30,1,Sivagangai,Central,Automobile,Clothing & Apparel,3,3573,,
1003770,P00178742,Male,36-45,40,0,Kanchipuram,Northern,Aviation,Pet Care,1,1493,,
1003770,P00178742,Male,36-45,40,0,Vellore,Northern,Aviation,Pet Care,1,1493,,
1003770,P00116542,Male,36-45,42,1,Sivagangai,Central,Food Processing,Clothing & Apparel,1,6912,,
1003771,P00345542,Female,26-35,31,0,Kanchipuram,Northern,Healthcare,Sports Products,2,13547,,
1003771,P00217442,Female,26-35,31,0,Kanchipuram,Northern,Construction,Clothing & Apparel,3,7164,,
1003771,P00196942,Female,26-35,30,0,Trichy,Central,Banking,Footwear & Shoes,1,8206,,
1003771,P00218142,Female,26-35,31,1,Tirunelveli,Southern,Lawyer,Clothing & Apparel,4,5198,,
1003771,P00179742,Female,26-35,26,1,Cuddalore,Eastern,Banking,Electronics & Gadgets,2,8063,,
1003771,P00236542,Female,26-35,35,0,Cuddalore,Eastern,Automobile,Clothing & Apparel,3,7086,,
1003771,P00114942,Female,26-35,30,0,Coimbatore,Western,Food Processing,Food,1,11788,,
1003771,P00326742,Female,26-35,33,1,Sivagangai,Central,Govt,Beauty,4,6049,,
1003773,P00331042,Female,36-45,39,0,Kanchipuram,Northern,Lawyer,Games & Toys,4,16471,,
1003773,P00183342,Female,36-45,42,1,Tirunelveli,Southern,Food Processing,Electronics & Gadgets,1,5908,,
1003773,P00100942,Female,36-45,45,0,Kanyakumari,Southern,Lawyer,Sports Products,2,13458,,
1003774,P00289342,Female,26-35,26,0,Madurai,Southern,Lawyer,Electronics & Gadgets,1,6120,,
1003774,P00149342,Female,26-35,35,0,Kanyakumari,Southern,Lawyer,Games & Toys,4,12870,,
1003775,P00118742,Female,36-45,39,0,Sivagangai,Central,Banking,Sports Products,3,13536,,
1003776,P00259142,Male,26-35,31,1,Kanyakumari,Southern,Food Processing,Games & Toys,2,13326,,
1003777,P00000142,Female,18-25,23,0,Kanyakumari,Southern,Food Processing,Food,3,15465,,
1003777,P00100442,Female,18-25,24,0,Erode,Central,Hospitality,Clothing & Apparel,2,7107,,
1003778,P00214342,Female,26-35,32,0,Kanchipuram,Northern,Healthcare,Sports Products,4,5738,,
1003778,P00156442,Female,26-35,27,1,Madurai,Southern,Agriculture,Clothing & Apparel,4,6981,,
1003778,P00362442,Female,26-35,30,1,Trichy,Central,Agriculture,Footwear & Shoes,3,12728,,
1003778,P00178342,Female,26-35,29,0,Chennai,Northern,Construction,Clothing & Apparel,4,5212,,
1003778,P00049242,Female,26-35,29,1,Kanyakumari,Southern,Aviation,Food,1,19363,,
1003778,P00223042,Female,26-35,29,1,Kanyakumari,Southern,Media,Clothing & Apparel,2,7111,,
1003778,P00046842,Female,26-35,28,1,Kanyakumari,Southern,Retail,Household items,2,3887,,
1003778,P00034842,Female,26-35,35,0,Kanyakumari,Southern,Chemical,Household items,3,3810,,
1003778,P00182342,Female,26-35,33,1,Kanyakumari,Southern,IT Sector,Household items,3,2304,,
1003778,P00307642,Female,26-35,31,0,Theni,Western,Healthcare,Footwear & Shoes,1,12823,,
1003778,P00059842,Female,26-35,27,0,Tiruvallur,Northern,Banking,Electronics & Gadgets,2,6019,,
1003778,P00265442,Female,26-35,26,1,Sivagangai,Central,Healthcare,Food,1,15884,,
1003779,P00324742,Male,46-50,47,0,Trichy,Central,IT Sector,Food,3,3872,,
1003779,P00003942,Male,46-50,50,0,Ariyalur,Central,Govt,Tupperware,4,8236,,
1003779,P00087242,Male,46-50,50,0,Sivagangai,Central,IT Sector,Food,1,15187,,
1003780,P00102342,Male,0-17,17,0,Ariyalur,Central,Govt,Household items,3,3126,,
1003782,P00177742,Male,26-35,27,0,Theni,Western,Chemical,Household items,2,774,,
1003785,P00274642,Male,26-35,33,0,Tiruvallur,Northern,Chemical,Electronics & Gadgets,4,7826,,
1003786,P00173742,Male,26-35,28,0,Sivagangai,Central,Chemical,Food,2,15236,,
1003786,P00002542,Male,26-35,33,0,Sivagangai,Central,Aviation,Food,1,11679,,
1003786,P00052242,Male,26-35,32,0,Erode,Central,Aviation,Clothing & Apparel,1,7035,,
1003790,P00343042,Male,26-35,28,1,Madurai,Southern,IT Sector,Electronics & Gadgets,3,9786,,
1003790,P00345842,Male,26-35,26,1,Coimbatore,Western,Textile,Household items,3,2382,,
1003790,P00052842,Male,26-35,28,0,Sivagangai,Central,Banking,Clothing & Apparel,3,5318,,
1003790,P00085242,Male,26-35,32,0,Erode,Central,Hospitality,Food,1,19282,,
1003792,P00242742,Female,26-35,27,0,Tirunelveli,Southern,Retail,Pet Care,1,1440,,
1003792,P00367042,Female,26-35,28,1,Kanyakumari,Southern,Healthcare,Clothing & Apparel,4,5438,,
1003792,P00254242,Female,26-35,32,1,Kanyakumari,Southern,Healthcare,Clothing & Apparel,3,3570,,
1003792,P00288642,Female,26-35,27,0,Kanyakumari,Southern,Agriculture,Pet Care,4,1453,,
1003792,P00129842,Female,26-35,31,1,Theni,Western,Aviation,Beauty,3,3200,,
1003792,P00181442,Female,26-35,34,1,Coimbatore,Western,Textile,Electronics & Gadgets,4,9768,,
1003793,P00192842,Female,18-25,21,1,Madurai,Southern,Lawyer,Clothing & Apparel,1,7093,,
1003793,P00057542,Female,18-25,19,0,Tirunelveli,Southern,Healthcare,Clothing & Apparel,2,2013,,
1003796,P00025442,Female,46-50,48,0,Kanchipuram,Northern,Media,Auto,2,18612,,
1003796,P00104842,Female,46-50,46,1,Madurai,Southern,Media,Clothing & Apparel,3,6994,,
1003796,P00302142,Female,46-50,47,0,Theni,Western,IT Sector,Food,2,19051,,
1003798,P00359142,Female,26-35,35,1,Kanyakumari,Southern,Automobile,Food,4,15556,,
1003799,P00277442,Female,18-25,25,0,Madurai,Southern,IT Sector,Clothing & Apparel,2,8646,,
1003799,P00111142,Female,18-25,23,0,Trichy,Central,Banking,Office,2,950,,
1003801,P00130642,Female,18-25,24,1,Coimbatore,Western,Govt,Food,4,15768,,
1003804,P00025442,Female,26-35,29,0,Kanyakumari,Southern,Lawyer,Food,3,15176,,
1003806,P00245442,Female,18-25,21,0,Kanchipuram,Northern,Aviation,Electronics & Gadgets,1,4075,,
1003806,P00244742,Female,18-25,23,1,Tirunelveli,Southern,Aviation,Clothing & Apparel,4,3623,,
1003807,P00091342,Male,36-45,36,0,Kanchipuram,Northern,IT Sector,Household items,2,3102,,
1003807,P00158542,Male,36-45,38,0,Kanchipuram,Northern,Media,Pet Care,3,2062,,
1003807,P00367242,Male,36-45,43,0,Ariyalur,Central,Retail,Sports Products,2,10716,,
1003807,P00057442,Male,36-45,43,0,Coimbatore,Western,Hospitality,Food,3,15232,,
1003807,P00163442,Male,36-45,39,1,Coimbatore,Western,Banking,Food,2,12097,,
1003807,P00138442,Male,36-45,39,1,Tiruvallur,Northern,Retail,Food,2,19307,,
1003807,P00359642,Male,36-45,36,0,Erode,Central,Aviation,Clothing & Apparel,2,7168,,
1003808,P00147742,Female,26-35,29,0,Kanchipuram,Northern,Lawyer,Food,4,11497,,
1003808,P00169642,Female,26-35,26,0,Trichy,Central,Healthcare,Food,4,15592,,
1003808,P00192542,Female,26-35,28,0,Trichy,Central,Aviation,Beauty,3,6100,,
1003808,P00213542,Female,26-35,32,0,Trichy,Central,Aviation,Household items,3,3109,,
1003808,P00145742,Female,26-35,31,0,Tirunelveli,Southern,Aviation,Electronics & Gadgets,3,5930,,
1003808,P0098342,Female,26-35,29,0,Chennai,Northern,Aviation,Electronics & Gadgets,2,6012,,
1003808,P00354942,Female,26-35,26,0,Ariyalur,Central,Aviation,Clothing & Apparel,3,8802,,
1003808,P00165742,Female,26-35,33,0,Ariyalur,Central,Healthcare,Electronics & Gadgets,2,8030,,
1003808,P00053342,Female,26-35,29,0,Ariyalur,Central,Food Processing,Clothing & Apparel,3,6893,,
1003808,P00010942,Female,26-35,32,1,Ariyalur,Central,Lawyer,Clothing & Apparel,3,5188,,
1003808,P00043842,Female,26-35,34,1,Kanyakumari,Southern,Textile,Food,1,11870,,
1003808,P00146742,Female,26-35,34,1,Kanyakumari,Southern,Automobile,Pet Care,2,2792,,
1003808,P00313542,Female,26-35,32,0,Theni,Western,Govt,Games & Toys,2,9632,,
1003808,P00045842,Female,26-35,29,0,Theni,Western,Banking,Beauty,2,3149,,
1003808,P00245642,Female,26-35,34,0,Coimbatore,Western,Aviation,Footwear & Shoes,1,16626,,
1003808,P00259942,Female,26-35,27,0,Coimbatore,Western,Retail,Food,4,15883,,
1003808,P00344042,Female,26-35,29,0,Coimbatore,Western,Healthcare,Food,2,15311,,
1003808,P00102542,Female,26-35,28,0,Coimbatore,Western,Govt,Electronics & Gadgets,1,8010,,
1003808,P00168442,Female,26-35,34,0,Coimbatore,Western,IT Sector,Household items,3,3124,,
1003808,P00145742,Female,26-35,31,0,Vellore,Northern,Aviation,Electronics & Gadgets,1,5930,,
1003808,P0098342,Female,26-35,29,0,Tiruvarur,Southern,Aviation,Electronics & Gadgets,2,6012,,
1003808,P00042942,Female,26-35,33,0,Sivagangai,Central,Retail,Sports Products,3,13481,,
1003808,P00248542,Female,26-35,28,1,Sivagangai,Central,Lawyer,Clothing & Apparel,1,8687,,
1003809,P00119642,Female,36-45,38,0,Trichy,Central,Lawyer,Food,1,7686,,
1003809,P00110742,Female,36-45,43,1,Sivagangai,Central,Aviation,Clothing & Apparel,2,7065,,
1003811,P00343542,Female,26-35,30,1,Salem,Western,Retail,Clothing & Apparel,3,8608,,
1003813,P00285842,Male,36-45,43,0,Ariyalur,Central,IT Sector,Clothing & Apparel,2,7045,,
1003813,P00086042,Female,36-45,42,0,Theni,Western,IT Sector,Footwear & Shoes,4,8214,,
1003813,P00285842,Male,36-45,43,0,Sivagangai,Central,IT Sector,Clothing & Apparel,1,7045,,
1003814,P00339842,Female,26-35,33,1,Theni,Western,Banking,Food,4,3991,,
1003815,P00205842,Female,26-35,27,1,Kanchipuram,Northern,Media,Electronics & Gadgets,1,9871,,
1003816,P00270842,Male,26-35,29,0,Kanchipuram,Northern,Food Processing,Clothing & Apparel,2,7193,,
1003816,P00177042,Male,26-35,28,0,Tirunelveli,Southern,IT Sector,Sports Products,3,13699,,
1003819,P00080042,Female,26-35,26,0,Theni,Western,Food Processing,Clothing & Apparel,4,7022,,
1003821,P00199642,Female,26-35,30,1,Trichy,Central,IT Sector,Stationery,1,17107,,
1003821,P00070942,Female,26-35,31,0,Trichy,Central,Banking,Food,1,12084,,
1003821,P00021142,Female,26-35,27,0,Tirunelveli,Southern,Food Processing,Electronics & Gadgets,2,10074,,
1003821,P00209142,Female,26-35,31,0,Chennai,Northern,Healthcare,Electronics & Gadgets,4,9728,,
1003821,P00024742,Female,26-35,30,0,Tiruvallur,Northern,Healthcare,Electronics & Gadgets,4,8078,,
1003823,P00339942,Female,55+,89,0,Madurai,Southern,Lawyer,Clothing & Apparel,3,3660,,
1003823,P00295242,Female,55+,89,0,Trichy,Central,Healthcare,Food,1,11967,,
1003823,P00270542,Female,55+,72,1,Tirunelveli,Southern,Healthcare,Furniture,2,20141,,
1003823,P00233442,Female,55+,59,0,Ariyalur,Central,Banking,Clothing & Apparel,1,5435,,
1003823,P00112842,Female,55+,61,0,Coimbatore,Western,Lawyer,Games & Toys,3,3266,,
1003823,P00138542,Male,55+,91,1,Sivagangai,Central,IT Sector,Footwear & Shoes,4,16685,,
1003823,P00259742,Female,55+,78,0,Sivagangai,Central,Healthcare,Food,2,15232,,
1003823,P00000142,Female,55+,78,0,Sivagangai,Central,Media,Food,4,11969,,
1003824,P00338042,Female,26-35,32,0,Kanchipuram,Northern,Healthcare,Games & Toys,2,12714,,
1003824,P00352642,Male,26-35,30,1,Kanchipuram,Northern,IT Sector,Furniture,4,11954,,
1003824,P00267142,Female,26-35,30,0,Kanchipuram,Northern,Chemical,Clothing & Apparel,4,8571,,
1003824,P00051842,Male,26-35,28,0,Tirunelveli,Southern,Govt,Footwear & Shoes,1,8343,,
1003824,P00204342,Female,26-35,28,1,Chennai,Northern,Healthcare,Food,4,11988,,
1003824,P00119442,Female,26-35,26,0,Kanyakumari,Southern,Healthcare,Footwear & Shoes,3,12716,,
1003824,P00211042,Female,26-35,31,1,Kanyakumari,Southern,Automobile,Pet Care,2,2069,,
1003824,P00145442,Female,26-35,31,0,Coimbatore,Western,Chemical,Food,1,15690,,
1003824,P00051842,Male,26-35,28,0,Tiruvarur,Southern,Govt,Footwear & Shoes,4,8343,,
1003824,P00110242,Female,26-35,26,0,Sivagangai,Central,Chemical,Food,4,19467,,
1003824,P00264642,Female,26-35,26,0,Sivagangai,Central,Automobile,Food,2,15344,,
1003825,P00014542,Female,18-25,20,0,Trichy,Central,Aviation,Footwear & Shoes,1,20450,,
1003825,P00323942,Female,18-25,21,1,Sivagangai,Central,Food Processing,Clothing & Apparel,2,5322,,
1003827,P00102142,Female,51-55,52,0,Theni,Western,Aviation,Footwear & Shoes,3,16664,,
1003828,P00237542,Female,26-35,32,0,Kanchipuram,Northern,Banking,Clothing & Apparel,1,5186,,
1003829,P00200842,Male,26-35,34,0,Trichy,Central,Banking,Auto,1,23770,,
1003829,P0093742,Male,26-35,28,0,Ariyalur,Central,Banking,Food,4,11601,,
1003829,P00031042,Male,26-35,30,0,Kanyakumari,Southern,Retail,Electronics & Gadgets,3,10076,,
1003829,P00028742,Male,26-35,35,1,Salem,Western,Media,Clothing & Apparel,3,6930,,
1003829,P00029342,Male,26-35,28,0,Theni,Western,IT Sector,Games & Toys,2,12987,,
1003829,P00277642,Male,26-35,32,0,Theni,Western,IT Sector,Stationery,2,12930,,
1003829,P00307642,Male,26-35,29,0,Coimbatore,Western,Banking,Household items,2,3094,,
1003829,P00184742,Male,26-35,29,0,Sivagangai,Central,Banking,Clothing & Apparel,2,6963,,
1003829,P00173842,Male,26-35,31,0,Sivagangai,Central,Chemical,Pet Care,4,2853,,
1003829,P00197542,Male,26-35,28,1,Sivagangai,Central,Retail,Veterinary,4,1710,,
1003831,P00059442,Male,18-25,20,0,Sivagangai,Central,IT Sector,Food,1,19268,,
1003833,P00004742,Female,26-35,35,0,Cuddalore,Eastern,Govt,Clothing & Apparel,1,3559,,
1003833,P00237542,Female,26-35,35,0,Kanyakumari,Southern,Healthcare,Household items,4,2280,,
1003833,P00214342,Female,26-35,29,0,Sivagangai,Central,Healthcare,Food,1,19122,,
1003834,P00223742,Female,18-25,22,1,Chennai,Northern,Retail,Furniture,4,15936,,
1003834,P00161542,Female,18-25,20,1,Cuddalore,Eastern,Banking,Food,1,11603,,
1003834,P00260042,Female,18-25,24,0,Coimbatore,Western,Aviation,Food,1,11883,,
1003835,P00113542,Female,26-35,30,1,Kanyakumari,Southern,Hospitality,Footwear & Shoes,1,16384,,
1003836,P00142942,Male,51-55,51,1,Kanchipuram,Northern,Agriculture,Electronics & Gadgets,2,8025,,
1003836,P00279542,Male,51-55,53,0,Cuddalore,Eastern,Healthcare,Clothing & Apparel,3,6947,,
1003836,P0097842,Male,51-55,53,1,Kanyakumari,Southern,Agriculture,Electronics & Gadgets,2,8004,,
1003836,P00117442,Male,51-55,52,1,Coimbatore,Western,Govt,Electronics & Gadgets,2,8028,,
1003837,P00256042,Female,26-35,26,0,Trichy,Central,Healthcare,Footwear & Shoes,4,8404,,
1003838,P00268342,Male,26-35,28,1,Sivagangai,Central,Hospitality,Clothing & Apparel,3,3501,,
1003841,P00044542,Female,46-50,46,0,Kanchipuram,Northern,Lawyer,Food,4,19311,,
1003841,P00250342,Female,46-50,50,0,Kanchipuram,Northern,Govt,Clothing & Apparel,1,1798,,
1003841,P00320242,Female,46-50,49,0,Trichy,Central,Healthcare,Stationery,4,8870,,
1003841,P00052442,Female,46-50,50,1,Trichy,Central,Agriculture,Beauty,4,7425,,
1003841,P00110742,Female,46-50,46,0,Trichy,Central,Aviation,Clothing & Apparel,4,7184,,
1003841,P00180542,Female,46-50,47,0,Tirunelveli,Southern,Banking,Electronics & Gadgets,4,7838,,
1003841,P00245242,Female,46-50,47,0,Chennai,Northern,Agriculture,Food,1,12043,,
1003841,P00000642,Female,46-50,47,0,Chennai,Northern,Govt,Clothing & Apparel,4,3433,,
1003841,P00340942,Female,46-50,47,0,Kanyakumari,Southern,Media,Footwear & Shoes,2,16655,,
1003841,P00179842,Female,46-50,48,0,Theni,Western,Agriculture,Footwear & Shoes,4,12172,,
1003841,P00288742,Female,46-50,50,1,Sivagangai,Central,Agriculture,Clothing & Apparel,2,8703,,
1003841,P00213642,Female,46-50,46,0,Erode,Central,Media,Electronics & Gadgets,3,7946,,
1003842,P00115942,Male,36-45,39,0,Chennai,Northern,Construction,Footwear & Shoes,3,20196,,
1003842,P0097742,Male,36-45,45,1,Ariyalur,Central,Lawyer,Food,1,11736,,
1003842,P00000142,Male,36-45,41,0,Kanyakumari,Southern,IT Sector,Food,3,4282,,
1003842,P00279542,Male,36-45,39,1,Coimbatore,Western,IT Sector,Tupperware,2,16317,,
1003842,P00285842,Male,36-45,43,0,Sivagangai,Central,Automobile,Games & Toys,3,3271,,
1003845,P00129642,Female,26-35,33,1,Ariyalur,Central,Hospitality,Furniture,3,16466,,
1003845,P00243942,Female,26-35,28,1,Coimbatore,Western,Textile,Food,1,19251,,
1003847,P00251242,Female,26-35,31,0,Theni,Western,Aviation,Food,1,11946,,
1003847,P00267642,Female,26-35,33,0,Sivagangai,Central,Healthcare,Electronics & Gadgets,2,6114,,
1003850,P00303842,Female,18-25,21,1,Kanchipuram,Northern,Automobile,Clothing & Apparel,2,8893,,
1003850,P00223542,Female,18-25,23,0,Kanchipuram,Northern,Govt,Electronics & Gadgets,3,6143,,
1003850,P00113242,Female,18-25,21,1,Kanchipuram,Northern,Chemical,Food,3,4293,,
1003850,P00001642,Female,18-25,24,1,Trichy,Central,Construction,Clothing & Apparel,4,7143,,
1003850,P00081142,Female,18-25,22,1,Chennai,Northern,Textile,Clothing & Apparel,4,3704,,
1003850,P00034942,Female,18-25,21,1,Coimbatore,Western,Aviation,Clothing & Apparel,1,6936,,
1003850,P00223542,Female,18-25,23,0,Vellore,Northern,Govt,Electronics & Gadgets,2,6143,,
1003850,P00102142,Female,18-25,23,1,Sivagangai,Central,Agriculture,Clothing & Apparel,3,5317,,
1003851,P00248142,Female,26-35,29,1,Cuddalore,Eastern,IT Sector,Electronics & Gadgets,4,9811,,
1003851,P00317842,Female,26-35,27,0,Cuddalore,Eastern,Aviation,Electronics & Gadgets,2,8061,,
1003851,P00251242,Female,26-35,29,0,Coimbatore,Western,Healthcare,Household items,3,2350,,
